Title,Link,Excerpt,Content
"Cartoon: 8 May, 2024",https://www.dawn.com/news/1832222/cartoon-8-may-2024,,
Modi’s BJP toils as Indian elections lock 52pc seats,https://www.dawn.com/news/1832189/modis-bjp-toils-as-indian-elections-lock-52pc-seats,Three Haryana MLAs ditch Modi govt to join Congress; police chase away Muslim voters from polling booths in BJP-ruled constituency.,"SAMBHAL (Uttar Pradesh): People queue to vote at a polling station during the third phase of the general election, on Tuesday.—Reuters • Three Haryana MLAs ditch Modi govt to join Congress• Police chase away Muslim voters from polling booths in BJP-ruled constituency• X told to take down Congress leaders’ animated video over code violation NEW DELHI: With the third phase of the elections ending on Tuesday, the fate of 52 per cent candidates for the 543-seat parliament stands sealed, and analysts were reading the turbulence at the stock exchanges as a sign of difficulties for Prime Minister Narendra Modi. Another sign of trouble for the Bharatiya Janata Party came from Haryana where three independent state MLAs ditched the BJP government to join the Congress party. Hitherto the flow of big and small political defectors had been in the other direction — from opposition groups to the BJP. There were reports of police chasing away Muslim voters from polling booths in a constituency in BJP-ruled Uttar Pradesh. Elsewhere names of some voters had allegedly disappeared from the voters’ list. In the fray on Tuesday were 94 seats spread over 12 states, including all 26 seats in Gujarat where Mr Modi and his home ministercast their votes. The day’s contests included five seats in Bihar, four in West Bengal, 11 in Maharashtra, seven in Chhatt­isgarh, 10 in Uttar Pradesh, 14 in Karnataka and nine in Madhya Pradesh, where Congress defector and BJP candidate Jyotiraditya Scindia was in the race. Of these states, Karnataka and West Bengal are ruled by the opposition. The fate of 285 seats is now sealed. The Election Commission of India (ECI) ordered X, formerly Twitter, to take down an animated video posted by BJP Karnataka but avoided directly sending a notice to the BJP. The video features caricatures of Congress leaders Rahul Gandhi and Mallikarjun Kharge, advancing the party’s recent messaging that the Congress is diverting funds and resources away from lower caste Hindus towardsMuslims. As of Tuesday evening, the post had garnered over nine million views, and had not yet been taken down, reports said. The Karnataka Pradesh Congress Committee had on May 5 complained that the video violated the code of conduct, and Manoj Kumar Meena, the chief electoral officer of the state, subsequently ordered X to take the post down. In a setback to the ruling BJP in Haryana amid the Lok Sabha election, three independent MLAs have withdrawn their support to the Nayab Singh Saini-led government in the state, reports said. The three MLAs — Sombir Sangwan, Randhir Gollen and Dharampal Gonder — made the announcement at a press conference held in Rohtak in the presence of senior Congress leader and former Haryana chief minister Bhupinder Singh Hooda and Haryana Congress chief Udai Bhan. After their presser, Mr Hooda claimed that the Saini government had lost its majority. Their extension of support to the Congress, he claimed, proved that there is a wave for the party in the state and that “we are poised to perform well in the ongoing Lok Sabha polls”. Mr Saini took over state reins two months ago in March after the BJP broke off its alliance with the Dushyant Chautala-led Jannayak Janata Party and dissolved the government under chief minister Manohar Lal Khattar. On the other hand, the Indian stock market has been experiencing strong bouts of volatility in recent sessions, leaving investors perplexed, reports said. Analysts have linked the fall to problems Mr Modi is facing in his third term bid. The India VIX index, which measures volatility in the Indian stock market, has surged nearly 33pc in just four sessions in May so far, following a meagre 0.30pc rise in April and a significant 18pc fall in March. On Tuesday, after opening higher, Indian stock market benchmarks, the Sensex and the Nifty 50 soon fell almost a per cent each on an all-round selloff. Both indices, however, pared losses and ended about half a percent lower each. Published in Dawn, May 8th, 2024"
Something’s gotta give,https://www.dawn.com/news/1832002/somethings-gotta-give,The establishment faces just as difficult a choice as the PTI.,"IT has been almost a year since May 9. In the coming days, much will be said and written about this unfortunate day, its significance and tragedy. There will also be heated discussions about the many individuals accused — imprisoned or not — and the unrepentant PTI. But as with much else, there will be little serious discussion on how to move forward in a meaningful way, because honesty is rarely possible in public discussions. And a candid discussion would focus on the relationship between the establishment and the PTI and how this impacts the country. Take the PTI first. Notwithstanding the gloomy predictions about its demise and the quick departures of its stalwarts 12 months ago, the party managed to do well in the elections despite all the odds against it. But now, it seems stuck once again in old and new challenges. Even when in power, the PTI was a noisy organisation with little discipline. In these trying times, this hasn’t changed. With limited access to Imran Khan, the party appears to be a headless chicken. And, as old rivalries are maintained in time-honoured PTI tradition, new entrants such as lawyers and the older lot of politicians are also jostling with each other.  Decision-making has become even more chaotic. Dependent on when party leaders can meet Khan and who talks to the media after meeting him, the decisions at times are the famed ‘U-turns,’ while at others it seems that the entire lot is stuck at a roundabout, unable to locate any exit. Consider the choice of KP finance minister. It seems that the chief minister-designate was able to ignore Khan’s instructions because of his personal discomfort. Or the absoluteconfusionabout who was going to be the party’s choice to head the Public Accounts Committee. For weeks, there was no clarity on whether or not Sher Afzal Khan Marwat, a missile who lands as often on the PTI as it does on its rivals, would be the party’s choice or someone else. The issue was resolved with the party choosing Sheikh Waqas, according toDawn, but after much drama, with little logic. Poor decision-making has been held responsible for the party’s misfortunes rather than its run-ins with the establishment. This may not matter in the long run. What is more critical is the party’s limited choices. Its popularity is now at a point where it can no longer be denied by anyone — but it comes at a cost. Keeping in mind the mood of the electorate, the PTI will lose support if it reaches an understanding with the current set-up or the establishment. (The PML-N’s diminishing support proves this.) But neither can it sustain the stand-off. The establishment faces just as difficult a choice as the PTI. Consider the dynamics in KP, where the initial euphoria is giving way to criticism; Ali Amin Gandapur especially, and the party in general, are being accused by workers of being compromised. This has been particularly true of the government’s silence in the face of the disappearance of a PTI worker in recent days. Indeed, every small ‘instance’ of compromise or inaction is being seen as a sign of betrayal — such is the level of emotion. But without developing a working relationship with the centre or the establishment, how will the party govern? For now, the party has no answers. (Similar pressures are at work in Punjab.) However, this is not just a dilemma for the PTI, but also the establishment, which historically has always engaged with popular forces after confrontation. This happened with the PPP in the 1980s and the PML-N in the noughties. Many argue it won’t be any different this time, though of course the time frame in each of the two cases has been closer to a decade. But that was when the country wasn’t in the midst of an intractable economic crisis — a principal reason why the PTI has become the force it is. Indeed, carrying the burden of an unpopular government as well as the economy is not all that easy for an establishment that has usually been able to lay claim to public support from regions such as Punjab. But this time around, there are no goodies to share to make up for sidelining a popular party; in fact, there is just bad news in the shape of taxes or higher bills. It appears, as the last one year indicates, that the only way to manage such a situation is to use repressive measures on ordinary people, politicians and mainstream and social media.  The problem, however, with an enforced quiet is that it has to be enforced — continuously. Even then, it cannot overcome the lack of legitimacy or support; which is why in the past the establishment has always opted for a ‘reset’ eventually. In other words, the establishment faces just as difficult a choice as the PTI. If nothing changes, the pendulum will continue to swing in Khan’s favour. Consider that before Khan was arrested, there was chatter about how he continued in comfort at the expense of his party and its members. But then, he was arrested and the criticism died down. Now it is worth asking what the price of easing restrictions on Khan will be. Will it be possible to control the public reaction if he is allowed out in public in the near future, even in terms of a simple court appearance? And if there is no ceasefire, how will the establishment manage public anger and expectations, especially as it prepares for the next IMF programme? That there is realisation of this explains the constant pressure for or discussion of how the political parties need to ‘talk’. Doubting Thomases find it hard to believe this stems from the charter of democracy fandom or those who want to cheer on the establishment and the PTI together. A year on, something has to give. Reason demands this, even though it has been in short supply in Pakistan for quite some time. In the process, both the PTI and the establishment will have to pay a price. The writer is a journalist. Published in Dawn, May 7th, 2024"
India’s new birth,https://www.dawn.com/news/1831727/indias-new-birth,Can the BJP continue to shepherd the 150m voters it rounded up in the past two elections?,"INDIANelectionsare no less than a nightmare for psephologists: election experts. To begin with, the scale of the exercise is mind-boggling. Every sixth adult walking on earth is registered as a voter in India. Add to this the complex interplay of a multitude of political discourses centred on caste, class, religion, ethnicity, language, and ideologies and it becomes impossible to navigate through the maze. However, thanks to robust and trustworthy data on past elections, one can still dig out some features that can help in at least understanding the current scenario. India has a first-past-the-post poll system. The contestant securing the highest number of votes is declared the winner whether or not he or she gets the majority of votes polled in a constituency. This complicates the correlation between votes polled by a party and the number of seats it wins. To quote an example, the third biggest party in the 2014 election, the UP-based Bahujan Samaj Party, secured 23 million votes but could not win a single seat while the Bengal-based Trinamool Congress polled 2m less votes than the BSP but won 34 of 543 Lok Sabha seats.  There is, however, some method deep inside this madness. Historical data shows that while uncertainty about the number of seats won remains high for a party securing less than 30 per cent of the total polled votes, a simple majority in Lok Sabha (272 seats) comes within its reach as soon as it crosses this mark. The BJP won the majority of seats in 2014 and 2019 while polling 31pc and 37pc of the total polled votes respectively. Past data also shows that if a party crosses the 40pc mark, it will hit the two-thirds majority (363 seats) jackpot. Prime Minister Narendra Modi’s 2024 campaign slogan ‘abki bar, 400 par’ is pinned on hopes of bettering the party’s vote share by at least five percentage points. But hold on. A 5pc increase means at least 30m more voters coming out insupport of Modicompared to 2019. This would be no mean feat at a time when voters are identifying rising inflation and unemployment as their main concerns while the inauguration of the Ram temple has failed to impress them. Now that the voter turnout is dropping, will the BJP suffer the most? Indian voters’ dissatisfaction is already finding expression as fewer people are turning up this time than the previous election. In the first two of theseven phasesof voting, the turnout has been almost five percentage points lower than in 2019. The turnout in India has traditionally hovered around 60pc. It was the Modi wave that inspired it to take a leap of faith in 2014 when it reached its highest-ever level of 66.4pc representing an increase of 8.3 percentage points over 2009. The wave pushed it up further in 2019 by one percentage point. The BJP has been the sole beneficiary of a high turnout as no other party could increase its percentage share in the votes in these elections. But now that the turnout is dropping, will the BJP suffer the most? This is possible but if it succeeds in deflecting this downturn towards regional parties, it may actually benefit from the dip as much as it had from its rise. Data shows that voters in India have remained evenly poised between regional and national parties. In eight general elections since 1991, regional parties have on average been favoured by 49pc of voters while the remaining 51pc were divided between the two national parties. This in itself is a reflection of Indians’ collective perception of their state. The BJP couldn’t damage this equation much in its first elections under Modi. As the party increased its share in polled votes by 12 percentage points, Congress lost nine and regional parties three. However, after cowing its arch rival, the sultan of Delhi turned towards the rajas and ranis of India’s 28 states. The BJP’s share in polled votes rose by six percentage points in the second election under Modi while that of regional parties reduced by the same measure. Since then, the BJP is trying to get deeper into the den of regional parties. The crackdown on leaders of these parties, launched just before elections, implicating them in corruption and criminal cases, is aimed at demoralising their support bases, thereby compensating its own potential loss in polled votes. The BJP, however, has its own Achilles’ heel: new voters instrumental to its phenomenal rise are now disgruntled by unemployment and inflation.  An unprecedented 117m new voters were added to the rolls in 2014 and supplemented by a euphoric turnout; 137m more had appeared in polling stations in this election than previously. The BJP had pocketed a hefty 93m of these. Congress not only failed to attract them, it lost 12m of its 2009 voters. Regional parties, however, braved the Modi wave and added a good 58m to their collective vote bank. The rolls for 2019 swelled further by 78m. Congress held its ground this time sustaining its depleted percentage share of 2014 but regional parties conceded substantial ground to the BJP. Their collective share in votes dropped to 43pc, the lowest since 1984. Another 58m voters have been added in 2024. Will regional parties reclaim lost ground? Can the BJP continue to shepherd the 150m voters it rounded up in the past two elections? Will they stay loyal to the third avatar of Modi, which now carries a blurred halo? Will INDIA prove to be a new janam for India? We will know the answers on June 4. If, however, the BJP succeeds in bulldozing the regional half of Indian politics, it will fundamentally change Indian politics. One cannot say whether Modi’s victory in 2024 will finally midwife ‘one nation’ conceived by his party but it will surely smoothen India into ‘one market’ with no local bumps and blips. That may be actually what BJP’s sponsors — the rising Indian capitalist elite — want it to deliver. The writer heads the media platform loksujag.com. Published in Dawn, May 6th, 2024"
The Iranian story,https://www.dawn.com/news/1831996/the-iranian-story,Iranians’ pride in their culture and history is supreme.,"A FEW days after the triumphant arrival of Ayatollah Khomeini in Tehran in February 1979, four Pakistani students were having a meal in a suburban restaurant when they were surrounded by Kalashnikov-bearing Iranian Revolutio­nary Guards, who were inexperienced and more nervous than the students. They were like this because the Shah’s ruthless regime had ensured that no one, other than state functionaries, possessed a weapon. As one of the four students, I recalled the incident at the time of the visit of the Iranian president to Pakistan recently. I was studying in an institution set up by the Harvard Business School, on the request of the Shah, to give Iranians a modern business education in their own country. The public was so happy when the Shah fled that shops selling sweets ran empty. People, delirious with joy, were out on the streets displaying currency notes with the Shah’s picture torn out. Young people were shouting “Shah raft” (the Shah’s left). APCs and tanks, looted from abandoned cantonments, were being driven on the streets of Tehran by euphoric teenagers. The four of us, all raised in a Western-oriented, English-medium environment, were confused. We felt sympathy for the citizens of Iran, who had been taken over by the mullahs. We felt fortunate to be citizens of Pakistan, where despite all our democratic shenanigans (Zulfikar Ali Bhutto was on trial but had not been hanged yet), we still had a tolerant government. There was nothing equivalent to Iran’s secret service Savak, which had its fleet of ‘Vigos’ to ‘fix’ and eliminate dissidents. Iranians’ pride in their culture and history is supreme. Khomeini’s arrival heralded the curbing of civil liberties. For instance, women, many of whom were used to wearing tight jeans and short skirts in public, could now no longer leave their homes without hijab. Our sympathies were with our Western-oriented class fellows, most of whom had to flee the country. We felt Iran was in for the long grind at the hands of an inexperienced and dogmatic clergy. Forty-five years later, after watching the Iranian armed forces take on the biggest bully in the region, Israel, and scaring it into backing off through guts, technology and a very well thought-out military manoeuvre, I am compelled to change my mind. The Iranians have shown that they value their self-respect and beliefs more than their worldly comforts. They have not blinked in 45 years against the most dominant country in the world — the US — and its allies, despite having undergone isolation and economic deprivation, and the harassment of Iranian citizens. Because of their grit and national pride, they have become a self-reliant and proud nation with their own, indigenous industry, both commercial and military. Their military prowess, despite facing sanctions, is creditable. A photo in the media showing their military high command sitting at the feet of Supreme Leader Ali Khamenei, when he congratulated them on the Israeli operation, felt unreal to a Pakistani. Despite a domineering Islamic regime, the Iranians’ pride in their culture and history is supreme. The Iranian new year Nauroze, which is basically a Zoroastrian festival, is still the most important event in the Iranian calendar. The country closes down for three weeks to celebrate it. The celebration of two Eids is hardly notable in this context. The Islamic government greatly respects citizens’ privacy (chador and chardiwari) and believes in the principle that what you do inside your home is your business. I asked an Iranian friend about this contradiction in the perceived harshness of the regime. He said that during the Shah’s time, “we used to drink publicly and pray privately; now we pray publicly and drink privately”. People who have travelled to Iran recently talk about a clean and developed country, with good roads, an efficient and modern railway system and huge modern shopping malls. Their literacy level is 89 per cent compared to our 58pc; their expenditure on education is 23pc of the budget, while we spend 11.5pc; on health, they spend 23pc, while we spend 4.3pc. These figures indicate that they prioritise human development. True, Iran has it problems, including corruption, but it still ranks 24 on the Global Corruption Index, while we are at 133rd position. It is depressing to compare ourselves with our other neighbours too. India and Bangladesh are way ahead of us, economically and in human development indices. Even Afghanistan seems to be better than us in the context of law and order. On the economic front, their currency is stronger and stabler than ours. Four Pakistan rupees is equal to one Afghani. The reasons for the continued decline of Pakistan are many, but the primary one for me is that the people who control power are not made accountable. While I felt proud as a Pakistani 45 years ago, I am not sure I do anymore. The writer is a former civil servant. Published in Dawn, May 7th, 2024"
Improving skills,https://www.dawn.com/news/1831725/improving-skills,The more successful teachers find motivation within themselves.,"MANY teachers complain about the lack of continuous professional development opportunities or resources to update their teaching and learning skills. Like any other profession, teaching calls for creating opportunities on the job, taking initiative to learn new techniques and to continually revise teaching methods for greater efficiency. Churning the same wheel has never been gratifying — at best, it may help teachers keep their jobs and continue on the same path for decades. The world is evolving rapidly and those in employment today are being referred to as Generation Transition for they have had to keep abreast of massive changes to stay relevant in their professions. AI may not be taking up teachers’ jobs — at least yet — but it has done enough to show teachers what they don’t know and how much there is to learn. It has shown more efficient ways of working in a minimal amount of time. From strategy to projected outcomes, from planning to design and execution, it has a quicker solution for work that would otherwise take days if not months to accomplish. With new developments in technology, creating opportunities for oneself has never been easier. Learning new skills or upgrading old ones no longer requires huge effort. Most teaching programmes are free and can be accessed anywhere, anytime. The doors to teaching and learning from successful trends in other societies are no longer closed. There is a treasure trove of research for teachers to dip into. It is now possible for teachers to learn from the professional experiences of individuals far and wide and to stay abreast of global developments, without relying on colleagues and managers to fill their coffers with knowledge and expertise. A teacher who has taught successfully for decades wrote to me recently, worrying that he is no longer relevant, not motivated enough and that his managers don’t value him the way they did before. The question that may need to be answered is, ‘what is he doing differently to upgrade his teaching and to enable or empower his students?’ Motivation can come from external factors, and appreciation or approval from colleagues may be temporarily beneficial, but external factors are never sustainable. Reliance on the external environment means we change when our environment changes and we no longer feel worthwhile when our colleagues don’t pump up the gas to help us feel valued. The more successful teachers find motivation within themselves. Instead of relying on external factors, the more successful teachers find motivation within themselves to upgrade their skills and contribute to reshaping their external environment. Often teachers feel demotivated as they procrastinate, delay grading or reuse lesson plans knowing well that new, upgraded ones are required. They wait to be called out on that, wait to be told what to do, wait for an opportunity to feel better and to do better. Yet, a lot can change with an individual’s willingness to take initiative — to start with doing a few things differently and watch the outcomes closely. A small example is that of a teacher who complains through the term about a couple of students who do not study, don’t complete their homework and don’t show interest in class. A good place to start would be to do something differently for those students — perhaps start with active ‘inclusion’ techniques that develop a sense of comfort and well-being for the child. Many teachers choose to stick to tried and tested methods that have worked for them, but, unfortunately, are a thing of the past, such as teacher-led explanations and note-taking. Hundreds of schools still follow this strategy in a bid to ‘cover’ the syllabus. If they were to venture into lea­rning more effic­i­e­­nt ways of student-centred teaching, they would find it works so much better in our world of massive ‘transition’. Not only do the students benefit from upgraded te­­aching methods, teachers themselves would find it gratifying and motivating. There are virtual conferences, webinars and massive open online courses that can enable teachers to bring technology into the classrooms. According to a McKinsey 2023 report, The Skills Revolution and the Future of Earning and Learning’, a skills-first approach transforming the learning paradigm is critical for the students’ readiness for the 21st century. The same report states that “high-performing teachers can raise the performance of students by 53 percentage points in PISA scores, on average, over that of similar students with low-performing teachers”. Given the critical role of teachers, keeping up with technological changes and focusing on upgrading skills can yield lifelong returns for students and teachers. The writer is an author, teacher trainer and a Fellow of the Higher Education Academy, UK. The views expressed are her own and do not reflect those of her employer. neda.mulji@gmail.com X: @nedamulji Published in Dawn, May 6th, 2024"
Extra baggage,https://www.dawn.com/news/1831997/extra-baggage,A bloated government workforce is hindering progress.,"UNDISPUTEDLY, the most important, most versatile and most indispensable person in a government office is the naib qasid, often the only moving component of an inert piece of machinery. He is the critical hub, an integral element of a governance system designed for a colonial era. He not only knows the location but also the contents of files and papers that drive and define a government. Naib qasids carry files from one office to another, perform housekeeping, ask visitors to wait, serve tea to their masters, and search, shelve, lose, find, misplace or retrieve files and records — depending upon their mood and motivation. Using the ‘right to information’ law, our research, which is spread over a sample of 15 well-known and highly esteemed government organisations, such as National Savings, the Benazir Income Support Programme, the Employees’ Old-Age Benefits Institution (EOBI), the Supreme Court and the Wafaqi Mohtasib, yields startling results. First, 23 per cent of the entire government of Pakistan consists of just one category of individuals — often called ‘qasids’, ‘naib qasids’ or ‘daftaris’. As per the data provided under the right to information law, the Supreme Court (SC) tops this list with 283 (34pc) qasids and naib qasids, out of a total of 833 regular and contingent employees. Another prominent mention is BISP, that employs 473 qasids out of a total of 2,356 employees. Such governance through naib qasids would be inconceivable in any developed country, where officials must perform their own chores. The study gets yet more overwhelming as it reveals that the employees designated as upper division clerks, lower division clerks or steno typists constitute 26.8pc of the entire government of Pakistan. Although most offices have acquired computers and most senior officers have obtained laptops (at taxpayers’ expense), there is no let-up in the demand or number of UDCs and LDCs. One wonders why emails, used by the rest of the world for the last 30 years, are still not an accepted form of official correspondence. Have low skills and high status become our biggest hindrance to progress? Should the conditions of employment not specify that every bureaucrat must carry his own briefcase, drive his own (private) car, clean his own table, receive, respond and file his own mail electronically, make his own tea, etc? The next mind-boggling segment of employees — 22.7pc of government— sadly comprises chowkidars and private security guards. National Savings, with 1,270 security guards, champions this class, followed by Pakistan Post’s 754 guards and BISP’s 386 chowkidars. There is also no guilt for cruelty on the part of our esteemed organisations who engage guards through private security companies, not registering them with the EOBI and paying them less than half the minimum legal wage for performing 12-hour duty each day. A bloated government workforce is hindering progress. From this, we can conclude that 72.5pc of the entire government of Pakistan consists of three categories of employees: qasids/ naib qasids, UDCs/ LDCs, and guards/ chowkidars. Like ministers, many are inducted on considerations of ‘relative’, ‘friend’, ‘party’, ‘clan’, etc. Must we not ponder why Pakistan Railways operates with 315 employees per train, as opposed to the Indian Railways’ 53, and Japan Railway’s 5.9? Why does the SC operate with 833 employees and its British counterpart with 64 employees for around the same number of judges? It is time to admit that only by shedding 70pc of our government workforce will Pakistan see progress. There are at least two main approaches to reducing the size of this mountain — firstly, by using te­­chnology to perfo­rm all those functions that can enhance efficiency and convenience. National Savings’ latest software, which req­ui­res no citizen to visit a savings centre and to automatically re­­ceive profits in a designated bank, is a brilliant example. Resultantly, National Savings can potentially cut down 70pc of its employees and branches. The other approach is to eliminate all that is redundant or ceremonial. Almost all commissions and bureaus (NCHR, NCRC, NCSW, etc.) can be closed and their functions performed by their parent ministries. Numerous ministries such as health, human rights, religious affairs and overseas Pakistanis could be merged and renamed the ‘Ministry for Health & Population’. In this manner, Pakistan could reduce the total number of ministries (and logically the ministers) from 32 to 10. These two approaches ought to be identically emulated by the defence services as well as the provincial governments. Our governance system is dysfunctional and bloated. It exists only to preserve the luxuries of an extractive class. Its dismantling is a prerequisite for the progress of Pakistan. The writer is an industrial engineer and a volunteer social activist. naeemsadiq@gmail.com Published in Dawn, May 7th, 2024"
Nepra approves Rs2.83 per unit hike in FCA for May power bills,https://www.dawn.com/news/1832270/nepra-approves-rs283-per-unit-hike-in-fca-for-may-power-bills,,"The National Electric Power Regulatory Authority (Nepra) on Wednesday authorised ex-Wapda distribution companies (XWDiscos) to levy a Rs2.83 per unit charge in consumers’ electricity bills for May as part of fuel cost adjustment (FCA) charges. Nepra said the FCA pertains to the month of March. According to anotificationissued by Nepra, a copy of which is available withDawn.com, the new adjustment “shall be applicable to all the consumer categories except Electric Vehicle Charging Stations (EVCS) and lifeline consumers”. The notification added that this adjustment would be shown in consumers’ bills based on units billed in March. Last month, the government hadsought clearancefrom Nepra to extract about Rs23 billion additional in FCA  from consumers for electricity consumed in March despite 79 per cent of power generation coming from cheaper local fuels. The Central Power Purchasing Agency (CPPA) — a subsidiary of the Power Division — had demanded Rs2.94 per unit additional fuel cost to recover from consumers through May bills. The proposed additional FCA was almost 46pc higher than the pre-fixed fuel cost of Rs6.44 per unit already charged to consumers in March. This raised questions about the power sector bureaucracy’s capabilities to forecast fuel costs even for six to seven months. In recent months, the additional FCAs have ranged between 50 and 115pc higher than the pre-determined fuel costs notified at the start of the current fiscal year. This FCA was on top of about a 26pc increase in the annual base tariff and another 10pc hike under the quarterly tariff adjustment currently in place and being charged to consumers at Rs2.75 per unit. As a result, consumers continue to pay excessive bills despite lower consumption patterns. Nepra had accepted the request for a public hearing on April 26. The higher proposed FCA for March is apparently mainly due to higher domestic coal and gas prices, although the use of imported fuels like coal, diesel and furnace oil remained zero. LNG was relatively cheaper, and the exchange rate remained stable. In a petition, the CPPA, acting as commercial agent of Discos, demanded an additional FCA of Rs2.94 per unit in the May bills for electricity consumed in March. It claimed that the reference fuel cost for March was Rs6.44 per unit, but the actual fuel cost rose to Rs9.38 per unit. The average fuel cost in February also stood at about Rs9.42 per unit. It said about 8,023-gigawatt-hour (GWh) of electricity was generated at an estimated fuel expenditure of Rs66.7bn (Rs8.3 per unit) in March, of which 7,756 GWh energy was delivered to Discos at the cost of Rs72.67bn (at Rs9.38 per unit). The data showed declining consumption trends. The consumption in March was also 8.3pc lower than the same month (8,459Gwh) last year. The Rs2.94 per unit FCA for March sought this year was more than double the Rs1.17 per unit FCA of the same month last year. In the April 26 hearing, Nepra hadcriticisedthe power companies for inefficiencies and the use of expensive power plants despite the availability of cheaper sources but had hinted at allowing them to charge another Rs22.8bn to consumers in the billing month of May."
PM Shehbaz orders formation of Pakistan Skill Company to train overseas Pakistanis,https://www.dawn.com/news/1832262/pm-shehbaz-orders-formation-of-pakistan-skill-company-to-train-overseas-pakistanis,,"Prime Minister Shehbaz Sharif on Wednesday ordered the establishment the Pakistan Skill Company and Pakistan Skill Development Fund to unify technical and vocational education countrywide and provide better employment to the country’s workers abroad. The prime minister, chairing a high-level meeting reviewing the matters of the Ministry of Overseas Pakistanis and Human Resource Development and National Vocational and Technical Training Commission (NAVTTC), decided to introduce reforms within both organisations. Shehbaz also ordered the immediate establishment of the Pakistan Skill Development Fund, according to a federal government post on X. The premier said NAVTTC should be further enhanced to provide world-class technical and vocational training to the young workforce abroad. He added that “globally renowned and international certifications should be ensured in all fields”.  The prime minister emphasised the importance of greater cooperation between the federal institutions, adding that the “technical training plan should be implemented in line with international standards”. Similarly, he stressed collaboration between the centre and provinces to elevate the quality of Pakistan’s technical manpower and human resource development. He also called for a coordinated and organised database of Pakistani workers in collaboration with Nadra, NAVTTC and provincial institutions, and the establishment of an integrated system to regulate manpower equipped with world-class professional technical skills. Stressing the need for implementing the technical and vocational training plans, the prime minister also ordered reforms to the licensing regime of companies employing skilled Pakistanis abroad. PM Shehbaz said individuals and companies involved in defrauding the people and inflicting financial losses should be identified. He instructed authorities to ensure meritocracy and transparency in the posting of community welfare attaches in Pakistani missions abroad. The prime minister was briefed about the steps taken by NAVTTC regarding the vocational and technical training of the workforce in Pakistan. He was told that NAVTTC would provide vocational and technical training to 60,000 people in 2024, while the figure would rise to 0.6 million in the next three years following the reforms. The meeting’s participants were told that the exchange of information about employment opportunities and required skills from foreign countries was being ensured and that data on manpower consumption was also being obtained from local industries. They were also told that NAVTTC had made the certification of male and female students from internationally renowned institutes mandatory to maintain international vocational and technical training standards."
Saudi Crown Prince MBS expected to arrive within days to seal investment deals,https://www.dawn.com/news/1832202/saudi-crown-prince-mbs-expected-to-arrive-within-days-to-seal-investment-deals,,"• Dar terms talks with Saudi investors’ delegation ‘elaborate’• FM explains did not sanction wheat import as ECC head, reiterates Islamabad won’t take dictation on Pakistan-Iran gas pipeline project ISLAMABAD: Against a flurry of activities between Pakistan and Saudi Arabia to boost trade ties, Crown Prince Mohammed Bin Salman is expected to arrive in Pakistan this month toconcludedeals being negotiated between Islamabad and Riyadh. According to Foreign Minister Ishaq Dar, dates for the visit had not been communicated to Pakistan, but media reports claimed that the visit was likely on May 10-15. “The crown prince had accepted Prime Minister Shehbaz Sharif’s invitation. The visit is on the cards, but no dates have been communicated to us as yet,” FM Darsaidat a briefing on his participation in the World Economic Forum (WEF) in Saudi Arabia and Organisation of Islamic Cooperation meetings in Gambia. He explained that the initial understanding was for discussions to commence at the government level after MBS committed toinvest $5 billion in Pakistan, followed by subsequent talks between business executives. Saudi Foreign Minister Faisal bin Farhan Al Saud led a ministerial delegation to Islamabad on April 15-16. Later, FM Dar and PM Shehbaz held meetings with Saudi leadership on the sidelines of the WEF and over the past few days a delegation of Saudi businessmen led by the Saudi deputy minister for investment visited Islamabad. FM Dar said discussions with the Saudi business executives were “elaborate and the group left very impressed” with the way Pakistan was proceeding on the issue. He said large projects like Reko Diq and petrochemicals would be undertaken at the government level, but the private sector would collaborate on increasing trade volume and joint ventures. Pak-Iran gas pipeline Speaking about the long-stalled project, the foreign minister said Islamabad would decide on this issue in light of its national interest and commitments it had made. Referring to theexternal pressure, especially from the US, the minister said, “We can’t allow anyone to dictate to us or use the veto.” He said Pakistan expected other countries to respect its sovereignty, much like it respected theirs. At the conclusion of the Iranian president’s visit to Pakistan last month, both countries called for closer cooperation in the energy sector and the gas pipeline was mentioned as one of the projects. Both sides, however, did not say how they planned to move ahead in light of the US sanctions against Iran. Furthermore, Ishaq Dar said he would visit China on a three-day trip from May 13 to May 15 for the strategic dialogue with his Chinese counterpart Wang Yi. This would be the foreign minister’s first visit to Beijing after the installation of the new government. His visit is likely to be preceded by Planning Minister Ahsan Iqbal’s trip to China. About the currentwheat crisis, Ishaq Dar clarified that during the last tenure of the PML-N government, which ended last August, he did not approve a summary for the import of wheat that had been presented to him. He was the head of the of the Economic Coordination Committee. “The relevant ministry could not satisfy me about the need for importing wheat,” he said while clarifying his decision on not approving the summary. PTI-US envoy meeting The foreign minister confirmed that the Foreign Office had facilitated ameetingbetween US envoy Donald Blome and Opposition Leader Omar Ayub at the request of the US embassy. This was part of a broader series of engagements that the US embassy sought with various Pakistani political figures, both from the government and opposition, in March. This was part of a broader series of engagements that the US embassy sought with various Pakistani political figures, both from the government and opposition, in March. “It was the initiative of the US envoy,” Mr Dar emphasised. The PTI was chided by its opponents for engaging with the US envoy, given its past allegations that the US conspired to oust PTI leader Imran Khan as prime minister. The party, however, clarified that the meeting was facilitated by the FO and not sought by the PTI. Published in Dawn, May 8th, 2024"
